Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
press charges, file charges|52||رَفَع دَعْوى على|||||v|
file charges, press charges|52||رَفَع دَعْوى على|||||v|
prosecute|54||رَفَع عَلَيْه قَضِيّة|||||v|
throw|54||رَمى|||||v|
blame|54||رَمى الحَقّ على|||||v|
put the burden on him|54||رَمى الحِمِل على كْتافُه|||||v|
divorce her|55||رَمى عَلَيْها يَمِين الطَّلاق|||||v|
lock him up, imprison him|55||رَماه في السِّجْن|||||v|
imprison him, lock him up|55||رَماه في السِّجْن|||||v|
go home, send home, take home, fire|55||رَوَّح|||||v|
send home, take home, fire, go home|55||رَوَّح|||||v|
take home, fire, go home, send home|55||رَوَّح|||||v|
fire, go home, send home, take home|55||رَوَّح|||||v|
go home, send home, take home, fire|55||رَوَّح عالبَيْت|||||v|
send home, take home, fire, go home|55||رَوَّح عالبَيْت|||||v|
take home, fire, go home, send home|55||رَوَّح عالبَيْت|||||v|
fire, go home, send home, take home|55||رَوَّح عالبَيْت|||||v|
increase|56||زاد|||||v|
exceed|56||زاد عن|||||v|
go too far, take it too far; drag it out, go on and on|57||زادْها|||||v|
take it too far, go too far; drag it out, go on and on|57||زادْها|||||v|
drag it out, go on and on; go too far, take it too far|57||زادْها|||||v|
go on and on, drag it out; go too far, take it too far|57||زادْها|||||v|
visit|57||زار|||||v|
get upset, get mad|57||زِعِل (من)|||||v|
get mad, get upset|57||زِعِل (من)|||||v|
feel bad for, feel sorry for|57||زِعِل على|||||v|
ask|57||سَأَل|||||v|
steal, rob, break into|58||سَرَق|||||v|
rob, break into, steal|58||سَرَق|||||v|
break into, steal, rob|58||سَرَق|||||v|
close, shut; clog, block, stop; intoxicate, get drunk|59||سَكَّر|||||v|
shut, close; clog, block, stop; intoxicate, get drunk|59||سَكَّر|||||v|
clog, block, stop; intoxicate, get drunk; close, shut|59||سَكَّر|||||v|
block, stop, clog; intoxicate, get drunk; close, shut|59||سَكَّر|||||v|
stop, clog, block; intoxicate, get drunk; close, shut|59||سَكَّر|||||v|
intoxicate, get drunk; close, shut; clog, block, stop|59||سَكَّر|||||v|
get drunk, intoxicate; close, shut; clog, block, stop|59||سَكَّر|||||v|
hang up the phone|59||سَكَّر الخَطّ|||||v|
hear, listen|60||سِمِع|||||v|
listen, hear|60||سِمِع|||||v|
overhear|60||سِمِع بِالصُّدْفة|||||v|
do, make|61||سَوّى|||||v|
make, do|61||سَوّى|||||v|
see|62||شاف|||||v|
find fault|62||شاف غَلَط في|||||v|
be stuck-up, be conceited|62||شاف حالُه|||||v|
be conceited, be stuck-up|62||شاف حالُه|||||v|
hate, despise, loath|63||شافُه زَيّ عُزْرايِيل|||||v|
hate, despise, loath|63||شافُه زَيّ عُزْرايِين|||||v|
despise, loath, hate|63||شافُه زَيّ عُزْرايِيل|||||v|
despise, loath, hate|63||شافُه زَيّ عُزْرايِين|||||v|
loath, hate, despise|63||شافُه زَيّ عُزْرايِيل|||||v|
loath, hate, despise|63||شافُه زَيّ عُزْرايِين|||||v|
drink|63||شِرِب|||||v|
take a sip (or puff, drag), have a sip|63||شِرِب شَفّة|||||v|
have a sip, take a sip (or puff, drag)|63||شِرِب شَفّة|||||v|
chug, gulp down|63||شِرْبُه مَرّة واحْدة|||||v|
gulp down, chug|63||شِرْبُه مَرّة واحْدة|||||v|
thank|63||شَكَر|||||v|
become, get; happen; start, begin; come out to|64||صار|||||v|
get, become; happen; start, begin; come out to|64||صار|||||v|
happen; start, begin; come out to; become, get|64||صار|||||v|
start, begin; come out to; become, get; happen|64||صار|||||v|
begin, start; come out to; become, get; happen|64||صار|||||v|
come out to; become, get; happen; start, begin|64||صار|||||v|
drift apart from|64||صار بَعِيد عن|||||v|
turn (an age)|65||صار عُمْرُه|||||v|
have been (somewhere for a period of time)|65||صارْلُه|||||v|
get, get a hold of|65||صار مع|||||v|
worsen, go down hill|66||صار الوَضِع أَسْوأ|||||v|
go down hill, worsen|66||صار الوَضِع أَسْوأ|||||v|
hit, strike; shoot; multiply|66||ضَرَب|||||v|
strike, hit; shoot; multiply|66||ضَرَب|||||v|
shoot; multiply; hit, strike|66||ضَرَب|||||v|
multiply; hit, strike; shoot|66||ضَرَب|||||v|
call, telephone, give him a call|66||ضَرَب على|||||v|
telephone, call, give him a call|66||ضَرَب على|||||v|
call, telephone, give him a call|67||ضَرَبْلُه تَلِفُوْن|||||v|
telephone, call, give him a call|67||ضَرَبْلُه تَلِفُوْن|||||v|
be not all there, lose his marbles|67||ضَرْبَت فْيُوزاتُه|||||v|
lose his marbles, be not all there|67||ضَرْبَت فْيُوزاتُه|||||v|
talk bad about him, talk trash on him|67||ضَرَبُه إِسْفِين|||||v|
knee him|67||ضَرَبُه بِرُكْبِتُه|||||v|
backhand him|67||ضَرَبُه بِقَفا إيدُه|||||v|
punch him, slug him, box him|67||ضَرَبُه بُكْس|||||v|
slug him, box him, punch him|67||ضَرَبُه بُكْس|||||v|
box him, punch him, slug him|67||ضَرَبُه بُكْس|||||v|
stab him|68||ضَرَبُه سِكِّينة|||||v|
kick him|68||ضَرَبُه شَلُّوط|||||v|
spank him, give him a spanking or beating|68||ضَرَبُه قَتْلة|||||v|
give him a spanking or beating, spank him|68||ضَرَبُه قَتْلة|||||v|
stab him, slash him, cut him|68||ضَرَبُه مُوس|||||v|
slash him, cut him, stab him|68||ضَرَبُه مُوس|||||v|
cut him, stab him, slash him|68||ضَرَبُه مُوس|||||v|
slap him|68||ضَرَبُه كَفّ|||||v|
request, ask for|68||طَلَب|||||v|
ask for, request|68||طَلَب|||||v|
dial the number/phone|69||طَلَب الرَّقَم|||||v|
file for divorce|69||طَلَب الطَّلاق|||||v|
go out; take off; go up; come out to; turn out to be|69||طِلِع|||||v|
take off; go up; come out to; turn out to be; go out|69||طِلِع|||||v|
go up; come out to; turn out to be; go out; take off|69||طِلِع|||||v|
come out to; turn out to be; go out; take off; go up|69||طِلِع|||||v|
turn out to be; go out; take off; go up; come out to|69||طِلِع|||||v|
go on vacation, take a vacation|70||طِلِع إجازة|||||v|
take a vacation, go on vacation|70||طِلِع إجازة|||||v|
die, give up the ghost; be bored stiff|70||طِلْعَت رُوحُه|||||v|
be bored stiff; die, give up the ghost|70||طِلْعَت رُوحُه|||||v|
go up, climb up, hike up, ascend|70||طِلِع على|||||v|
climb up, hike up, ascend, go up|70||طِلِع على|||||v|
hike up, ascend, go up, climb up|70||طِلِع على|||||v|
ascend, go up, climb up, hike up|70||طِلِع على|||||v|
go over (the wall, etc); run over|70||طِلِع فَوْق|||||v|
run over; go over (the wall, etc)|70||طِلِع فَوْق|||||v|
get in, get into, get on (car, plane, boat, horse, etc)|70||طِلِع في|||||v|
have a right/authority/position confirmed|70||طِلِعْلُه|||||v|
hang out with; go out with (on a date)|71||طِلِع مع|||||v|
go out with (on a date); hang out with|71||طِلِع مع|||||v|
leave; have been away from; get away with|71||طِلِع من|||||v|
have been away from; get away with; leave|71||طِلِع من|||||v|
get away with; leave; have been away from|71||طِلِع من|||||v|
be out of the question, unthinkable|71||طِلِع من راسُه|||||v|
leave me alone (command)|71||إطْلَعْ من راسِي|||||v|
stay, remain, hang around; keep; last|72||ظَلّ|||||v|
remain, hang around, stay; keep; last|72||ظَلّ|||||v|
hang around, stay, remain; keep; last|72||ظَلّ|||||v|
keep; last; stay, remain, hang around|72||ظَلّ|||||v|
last; stay, remain, hang around; keep|72||ظَلّ|||||v|
do without, go without, be without|72||ظَلّ بِدُون|||||v|
go without, be without, do without|72||ظَلّ بِدُون|||||v|
be without, do without, go without|72||ظَلّ بِدُون|||||v|
stay out of, keep away from|72||ظَلّ بَرّا|||||v|
keep away from, stay out of|72||ظَلّ بَرّا|||||v|
sleep in|73||ظَلّ نايِم|||||v|
listen (for a period of time)|73||ظَلّ يِسْمَع|||||v|
think, suspect, suppose (that)|73||ظَنّ|||||v|
suspect, suppose, think (that)|73||ظَنّ|||||v|
suppose, think, suspect (that)|73||ظَنّ|||||v|
please, appeal, excite, thrill, impress|74||عَجَب|||||v|
appeal, excite, thrill, impress, please|74||عَجَب|||||v|
excite, thrill, impress, please, appeal|74||عَجَب|||||v|
thrill, impress, please, appeal, excite|74||عَجَب|||||v|
impress, please, appeal, excite, thrill|74||عَجَب|||||v|
know, find out|74||عِرِف|||||v|
find out, know|74||عِرِف|||||v|
see right through him|74||عِرِف أَيْش جُوّاتُه|||||v|
teach, mark|74||عَلَّم|||||v|
mark, teach|74||عَلَّم|||||v|
check off, put a check by|75||عَلَّم على|||||v|
put a check by, check off|75||عَلَّم على|||||v|
do, make|75||عِمِل|||||v|
make, do|75||عِمِل|||||v|
boss around, tell what to do|75||عِمِل أَبُو عَلِيّ على|||||v|
tell what to do, boss around|75||عِمِل أَبُو عَلِيّ على|||||v|
take advice|76||عِمِل بِرَأْي|||||v|
take advice|76||رَدّ على|||||v|
cause cancer|77||عِمِل سَرَطان|||||v|
have surgery|78||عِمِل عَمَلِيّة|||||v|
flip a coin, toss a coin|78||عِمِل فَنّة|||||v|
toss a coin, flip a coin|78||عِمِل فَنّة|||||v|
make a big deal|79||عِمِل قُصّة|||||v|
give a headache|79||عِمِلُّه صُداع|||||v|
give a headache|79||عِمِلُّه وَجَع راس|||||v|
give a headache|79||عِمِلُّه مَغِص|||||v|
cause problems|80||عِمِل مَشاكِل|||||v|
play a prank|80||عِمِل مَقْلَب|||||v|
inconvenience, give a hard time, make difficult|80||غَلَّب|||||v|
give a hard time, make difficult, inconvenience|80||غَلَّب|||||v|
make difficult, inconvenience, give a hard time|80||غَلَّب|||||v|
enter, go by|80||فات|||||v|
go by, enter|80||فات|||||v|
win|80||فاز ب|||||v|
beat|80||فاز على (في)|||||v|
open|81||فَتَح|||||v|
pique his appetite, increase his appetite|81||فَتَح شَهِيتُه|||||v|
increase his appetite, pique his appetite|81||فَتَح شَهِيتُه|||||v|
show|81||فَرْجى|||||v|
think (about, of, on)|82||فَكَّر في\ب|||||v|
think (that)|82||فَكَّر إنُّه|||||v|
understand|82||فِهِم|||||v|
misunderstand|83||فِهِم غَلَط|||||v|
say, tell|83||قال|||||v|
tell, say|83||قال|||||v|
kill, murder|84||قَتَل|||||v|
murder, kill|84||قَتَل|||||v|
be able to, can; can afford|84||قِدِر|||||v|
can, be able to; can afford|84||قِدِر|||||v|
can afford; be able to, can|84||قِدِر|||||v|
take him, beat him up, lick him|84||قِدِر عَلَيْه|||||v|
beat him up, lick him, take him|84||قِدِر عَلَيْه|||||v|
lick him, take him, beat him up|84||قِدِر عَلَيْه|||||v|
can tell\see\notice|84||قِدِر يِلاحِظ|||||v|
read|84||قَرا|||||v|
cut, cross, chop, mow|85||قَطَع|||||v|
cross, chop, mow, cut|85||قَطَع|||||v|
chop, mow, cut, cross|85||قَطَع|||||v|
mow, cut, cross, chop|85||قَطَع|||||v|
run a red light|85||قَطَع الإشارة|||||v|
come, go, travel (a long way)|85||قَطَع مَسافة|||||v|
go, travel, come (a long way)|85||قَطَع مَسافة|||||v|
travel, come, go (a long way)|85||قَطَع مَسافة|||||v|
make a promise, promise, swear (to himself)|86||قَطَع وَعِد على حالُه|||||v|
promise, swear, make a promise (to himself)|86||قَطَع وَعِد على حالُه|||||v|
swear, make a promise, promise (to himself)|86||قَطَع وَعِد على حالُه|||||v|
sit; stay, remain; live, reside|86||قَعَد|||||v|
stay, remain; live, reside; sit|86||قَعَد|||||v|
remain, stay; live, reside; sit|86||قَعَد|||||v|
live, reside; sit; stay, remain|86||قَعَد|||||v|
reside, live; sit; stay, remain|86||قَعَد|||||v|
stay, keep (doing something)|86||قَعَد على|||||v|
keep, stay (doing something)|86||قَعَد على|||||v|
sit with, spend time with|87||قَعَد مع|||||v|
spend time with, sit with|87||قَعَد مع|||||v|
be|87||كان|||||v|
have to, be required of him|87||كان إجْبارِي عَلَيْه|||||v|
be required of him, have to|87||كان إجْبارِي عَلَيْه|||||v|
outsmart, outwit|87||كان أذْكى من|||||v|
outsmart, outwit|87||كان أشْطَرْ من|||||v|
originate, come from|88||كان أَصْلُه|||||v|
come from, originate|88||كان أَصْلُه|||||v|
have|88||كان عِنْدُه|||||v|
want|88||كان بِدُّه|||||v|
have to, be necessary|90||كان ضَرُورِي|||||v|
be necessary, have to|90||كان ضَرُورِي|||||v|
have a difficult time, be hard on|90||كان صَعْب عَلَيْه|||||v|
be hard on, have a difficult time|90||كان صَعْب عَلَيْه|||||v|
outnumber|90||كان عَدَدْهُم أَكْثَر من|||||v|
mismanage, mishandle|90||كان عِنْدُه سُوء إِدارة في\ل\ب|||||v|
mishandle, mismanage|90||كان عِنْدُه سُوء إِدارة في\ل\ب|||||v|
have to, must be, be necessary|91||كان لازِم|||||v|
must be, be necessary, have to|91||كان لازِم|||||v|
be necessary, have to, must be|91||كان لازِم|||||v|
need|91||كان لازْمُه|||||v|
need|91||لازِمْلُه|||||v|
have; can afford to, have the money to|92||كان مَعُه|||||v|
can afford to, have the money to; have|92||كان مَعُه|||||v|
have the money to, can afford to; have|92||كان مَعُه|||||v|
suppose to|92||كان مَفْرُوض|||||v|
suppose to|92||مَفْرُوض إنُّه|||||v|
feel sick, feel nauseous|92||كان مَنافْسُه بْتِلْعِي|||||v|
feel sick, feel nauseous|92||كان مَنافْسُه مَقْلُوبة|||||v|
feel nauseous, feel sick|92||كان مَنافْسُه بْتِلْعِي|||||v|
feel nauseous, feel sick|92||كان مَنافْسُه مَقْلُوبة|||||v|
outweigh|92||كان وَزْنُه أكْثَرْ من|||||v|
write|93||كَتَب|||||v|
lie|93||كَذَّب|||||v|
deceive himself|94||كَذَّب على حالُه|||||v|
break|94||كَسَر|||||v|
disappoint him, let him down|94||كَسَر خاطْرُه|||||v|
let him down, disappoint him|94||كَسَر خاطْرُه|||||v|
cost, commission|95||كَلَّف|||||v|
commission, cost|95||كَلَّف|||||v|
leave him in charge, make him responsible|95||كَلَّفُه|||||v|
leave him in charge, make him responsible|95||كَلَّفُه إنُّه|||||v|
leave him in charge, make him responsible|95||كَلَّفُه ب|||||v|
make him responsible, leave him in charge|95||كَلَّفُه|||||v|
make him responsible, leave him in charge|95||كَلَّفُه إنُّه|||||v|
make him responsible, leave him in charge|95||كَلَّفُه ب|||||v|
play|95||لِعِب|||||v|
lift weights, pump iron, work out (with weights)|95||لِعِب حَدِيد|||||v|
pump iron, work out (with weights), lift weights|95||لِعِب حَدِيد|||||v|
work out (with weights), lift weights, pump iron|95||لِعِب حَدِيد|||||v|
cancel; overturn, override|96||لَغى|||||v|
overturn, override; cancel|96||لَغى|||||v|
override, overturn; cancel|96||لَغى|||||v|
throw out the idea, scratch that idea|96||لَغى الفِكْرة|||||v|
throw out the idea, scratch that idea|96||لَغى المَشْرُوع|||||v|
scratch that idea, throw out the idea|96||لَغى الفِكْرة|||||v|
scratch that idea, throw out the idea|96||لَغى المَشْرُوع|||||v|
find, locate|97||لَقى|||||v|
locate find|97||لَقى|||||v|
find that (something is true)|97||لَقى إنُّه|||||v|
die|97||مات|||||v|
crave, be dying for|97||مات على|||||v|
be dying for, crave|97||مات على|||||v|
love, be crazy about|97||مات في|||||v|
be crazy about, love|97||مات في|||||v|
panic, freak out, spaz out|97||مات من الخَوْف|||||v|
freak out, spaz out, panic|97||مات من الخَوْف|||||v|
spaz out, panic, freak out|97||مات من الخَوْف|||||v|
die laughing|97||مات من الضُّحُك|||||v|
grab, hold, catch|98||مَسَك|||||v|
hold, catch, grab|98||مَسَك|||||v|
catch, grab, hold|98||مَسَك|||||v|
hang onto|98||مَسَك ب\في|||||v|
hold it (for bathroom); control himself (anger, etc)|98||مَسَك حالُه|||||v|
control himself (anger, etc); hold it (for bathroom)|98||مَسَك حالُه|||||v|
make him constipated|99||مَسَك كَعْدَتُه|||||v|
walk; go (well, badly, etc)|99||مَشى|||||v|
walk; go (well, badly, etc)|99||مِشِي|||||v|
go (well, badly, etc); walk|99||مَشى|||||v|
go (well, badly, etc); walk|99||مِشِي|||||v|
indulge; live according to|99||مَشى حَسَب|||||v|
live according to; indulge|99||مَشى حَسَب|||||v|
