Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
curse|111||سَبّ|||||v|
count|111||عَدّ|||||v|
make pilgrimage|111||حَجّ|||||v|
feel|111||حَسّ|||||v|
sense|111||حَسّ|||||v|
move away|111||حَلّ|||||v|
long for|111||حَنّ|||||v|
yearn|111||حَنّ|||||v|
drop|111||دَبّ|||||v|
guide|111||دَلّ|||||v|
humiliate|111||ذَلّ|||||v|
ring (a bell, call)|111||رَنّ|||||v|
shut|111||سَدّ|||||v|
close|111||سَدّ|||||v|
tighten|111||شَدّ|||||v|
discipline|111||شَدّ|||||v|
strengthen|111||شَدّ|||||v|
spread|111||مَدّ|||||v|
smell|111||شَمّ|||||v|
remain|112||ظَلّ|||||v|
stay|112||ظَلّ|||||v|
keep|112||ظَلّ|||||v|
put|112||حَطّ|||||v|
pour|112||صَبّ|||||v|
scoop|112||صَبّ|||||v|
untie|112||فَكّ|||||v|
undo|112||فَكّ|||||v|
detach|112||فَكّ|||||v|
take it off|112||فَكّ|||||v|
cut (with scissors, etc)|112||قَصّ|||||v|
spill|112||كَبّ|||||v|
pass|112||مَرّ|||||v|
pass by for (someone)|||مَرّ لِ|||||v|
covet (speak about other's stuff which casts evil eye)|112||نَقّ|||||v|
nag|112||نَقّ|||||v|
jump|112||نَطّ|||||v|
drag|112||جَرّ|||||v|
scratch|112||حَكّ|||||v|
shake (drink)|112||خَضّ|||||v|
shake someone up (scare)|112||خَضّ|||||v|
masturbate (slang)|112||خَضّ|||||v|
knock|112||دَقّ|||||v|
sprinkle|112||رَشّ|||||v|
doubt|112||شَكّ|||||v|
respond|112||رَدّ|||||v|
give it back|112||رَدّ|||||v|
come|113||إِجى|||||v|
eat|113||أَكَل|||||v|
take|113||أَخَذ|||||v|
order|114||أَمَر|||||v|
command|114||أَمَر|||||v|
read|114||قَرا|||||v|
begin|114||بَدا|||||v|
start|114||بَدا|||||v|
arrive|115||وِصِل|||||v|
reach|115||وِصِل|||||v|
become clear|115||وِضِح|||||v|
trust|115||وِثِق|||||v|
fall|115||وِقِع|||||v|
take place|115||وِقِع|||||v|
happen|115||وِقِع|||||v|
promise|115||وَعَد|||||v|
swear|115||وَعَد|||||v|
describe|115||وَصَف|||||v|
inherit|116||وِرِث|||||v|
birth|116||وِلِد|||||v|
be born|116||وِلِد|||||v|
present|116||قَدَّم|||||v|
offer|116||قَدَّم|||||v|
submit|||قَدَّم|||||v|
take a test|||قَدَّم إمْتِحان|||||v|
search|116||فَتَّش|||||v|
look for|116||فَتَّش|||||v|
cost|116||كَلَّف|||||v|
glorify|116||مَجَّد|||||v|
distinguish|116||مَيَّز|||||v|
clean|116||نَظَّف|||||v|
give to drink|116||شَرَّب|||||v|
give a ride|116||وَصَّل|||||v|
deliver|116||وَصَّل|||||v|
make a match|116||وَصَّل|||||v|
exchange|116||بَدَّل|||||v|
change (e.g. clothes)|116||بَدَّل|||||v|
repent|116||كَرَّر|||||v|
decide|116||قَرَّر|||||v|
decide for himself|||قَرَّر عن حالُه|||||v|
conjugate|116||صَرَّف|||||v|
teach|116||عَلَّم|||||v|
take a picture|116||صَوَّر|||||v|
do|117||سَوّى|||||v|
pass (the time)|117||مَضّى|||||v|
bark|117||عَوّى|||||v|
raise the price|117||غَلّى|||||v|
make expensive|117||غَلّى|||||v|
cover|117||غَطّى|||||v|
hide|117||خَبّى|||||v|
stay|117||خَلّى|||||v|
keep|117||خَلّى|||||v|
make (someone)|117||خَلّى|||||v|
raise|117||رَبّى|||||v|
bring up|117||رَبّى|||||v|
name|117||سَمّى|||||v|
spend (time)|117||قَضّى|||||v|
fill|117||عَبّى|||||v|
send|117||وَدّى|||||v|
empty|117||فَضّى|||||v|
control|118||سَيْطَر|||||v|
telephone|118||تَلْفُن|||||v|
call|118||تَلْفُن|||||v|
confuse|118||خَرْبَط|||||v|
tell off|118||بَهْدَل|||||v|
translate|118||تَرْجَم|||||v|
spice up|118||فَلْفَل|||||v|
tickle|118||غَرْغَر|||||v|
gargle (infrequently used)|118||غَرْغَر|||||v|
show|118||فَرْجى|||||v|
feed|118||طَعْمى|||||v|
brush|118||فَرْشى|||||v|
show|118||وَرْجى|||||v|
help|119||ساعَد|||||v|
defend himself|119||دافَع عن حالُه|||||v|
treat|119||عامَل|||||v|
deal with|119||عامَل|||||v|
try|119||حاوَل|||||v|
agree|119||وافَق|||||v|
confront|119||واجَه|||||v|
compete|119||نافَس|||||v|
discuss|119||ناقَش|||||v|
play with|119||لاعَب|||||v|
notice|119||لاحَظ|||||v|
note|119||لاحَظ|||||v|
punish (formal)|119||قاصَص|||||v|
punish|119||عاقَب|||||v|
compare|119||قارَن|||||v|
meet|119||قابَل|||||v|
find|119||لاقى|||||v|
be a neighbor|119||جارى|||||v|
take as a neighbor|119||جارى|||||v|
balance|119||وازى|||||v|
suffer|119||عانى|||||v|
be equal|119||ساوى|||||v|
treat equally|119||ساوى|||||v|
equalize|119||ساوى|||||v|
take into consideration|119||راعى|||||v|
treat|119||داوى|||||v|
cure|119||داوى|||||v|
call (out loud, shouting for someone)|119||نادى|||||v|
make up with|119||راضى|||||v|
reconsile|119||راضى|||||v|
surprise|120||فاجَأ|||||v|
reward|120||كافَأ|||||v|
convince|120||أَقْنَع|||||v|
become addicted|120||أَدْمَن|||||v|
make tired|120||أَتْعَب|||||v|
announce|120||أَعْلَن|||||v|
execute|120||أَعْدَم|||||v|
appeal|120||أَعْجَب|||||v|
please|120||أَعْجَب|||||v|
become Muslim|120||أَسْلَم|||||v|
supervise|120||أَشْرَف|||||v|
exclude|120||أَبْعَد|||||v|
go far from|120||أَبْعَد|||||v|
realize|120||أَدْرَك|||||v|
cancel|121||أَلْغى|||||v|
blind|121||أَعْمى|||||v|
distract|121||أَلْهى|||||v|
spend (time)|121||أَمْضى|||||v|
finish|121||أَنْهى|||||v|
inspire|121||أَوْحى|||||v|
recommend|121||أَوْصى|||||v|
please|121||أَرْضى|||||v|
make up with|121||أَرْضى|||||v|
give|121||أَعْطى|||||v|
manage|122||أَدار|||||v|
administrate|122||أَدار|||||v|
direct|122||أَدار|||||v|
lay off|122||أَقال|||||v|
lend|122||أَعار|||||v|
sustain|122||أَعال|||||v|
obey|122||أَطاع|||||v|
humiliate|122||أَذَلّ|||||v|
approve|122||أَقَرّ|||||v|
prepare|122||أَعَدّ|||||v|
insist|122||أَصَرّ|||||v|
not be upset|123||آخَز|||||v|
not hold it against someone|123||آخَز|||||v|
enjoy the company of someone|123||آنَس|||||v|
avoid|123||تَجَنَّب|||||v|
get married|123||تَزَوَّج|||||v|
complain|123||تَذّمَّر|||||v|
whine|123||تَذّمَّر|||||v|
complain|||تَشَكْوَن|||||v|
whine|||تَشَكْوَن|||||v|
train|123||تَدَرَّب|||||v|
practice|123||تَدَرَّب|||||v|
exercise|123||تَدَرَّب|||||v|
bathe|123||تَحَمَّم|||||v|
take a shower|123||تَحَمَّم|||||v|
get excited|123||تَحَمَّس|||||v|
behave|123||تَصَرَّف|||||v|
act|||تَصَرَّف|||||v|
learn|123||تَعَلَّم|||||v|
investigate|123||تَحَقَّق|||||v|
make sure|123||تَأَكَّد|||||v|
verify|123||تَأَكَّد|||||v|
apologize|123||تَأَسَّف|||||v|
improve|123||تَحَسَّن|||||v|
get better|123||تَحَسَّن|||||v|
make fun of|123||تَخَوَّت|||||v|
hope|124||تَمَنّى|||||v|
walk oneself (for enjoyment)|124||تَمَشّى|||||v|
cover oneself|124||تَغَطّى|||||v|
eat lunch|124||تَغَدّى|||||v|
eat dinner|124||تَعَشّى|||||v|
be filled|124||تَعَبّى|||||v|
be amused|124||تَسَلّى|||||v|
enjoy oneself|124||تَسَلّى|||||v|
hang out|124||تَسَلّى|||||v|
have fun|124||تَسَلّى|||||v|
be promoted|124||تَرَقّى|||||v|
be raised (connotation is "well")|124||تَرَبّى|||||v|
be brought up (connotation is "well")|124||تَرَبّى|||||v|
hide oneself|124||تَخَبّى|||||v|
challenge|124||تَحَدّى|||||v|
defy|124||تَحَدّى|||||v|
exceed|124||تَعَدّى|||||v|
think one knows a lot, but doesn’t|124||تَفَلْسَف|||||v|
be philosophized|124||تَفَلْسَف|||||v|
skid|124||تَزَحْلَق|||||v|
slip|124||تَزَحْلَق|||||v|
be enraged|124||تَفَلْفَل|||||v|
act like a philosopher|124||تَفَصْحَن|||||v|
philosophize|124||تَفَصْحَن|||||v|
get confused|124||تَخَرْبَط|||||v|
be a thug|124||تَزَعْرَن|||||v|
ignore|125||تَجاهَل|||||v|
pretend|125||تَظاهَر|||||v|
look like each other|125||تَشابَه|||||v|
be reconciled|125||تَصالَح|||||v|
get upset|125||تَضايَق|||||v|
deal with|125||تَعامَل|||||v|
solidify|125||تَرابَط|||||v|
bond|125||تَرابَط|||||v|
race|125||تَسابَق|||||v|
increase in number|125||تَزايَد|||||v|
be ill-humored|125||تَزانَخ|||||v|
overtake|125||تَجاوَز|||||v|
exceed|125||تَجاوَز|||||v|
meet|125||تَقابَل|||||v|
dodge|125||تَفادى|||||v|
show off|125||تَباهى|||||v|
overlook|125||تَغاضى|||||v|
be equal|125||تَساوى|||||v|
be happy|126||انْبَسَط|||||v|
be written|126||انْكَتَب|||||v|
be known|126||انْعَرَف|||||v|
be disciplined|126||انْضَبَط|||||v|
be shocked|126||انْصَدَم|||||v|
be defeated|126||انْهَزَم|||||v|
be upset by|126||انْزَعَج|||||v|
be slaughtered|126||انْذَبَح|||||v|
be imprisoned|126||انْحَبَس|||||v|
be strangled|126||انْخَنَق|||||v|
be seen|126||انْحَضَر|||||v|
be watched|126||انْحَضَر|||||v|
be forced|126||انْجَبَر|||||v|
obligated|126||انْجَبَر|||||v|
be healed|126||انْشَفى|||||v|
get better|126||انْشَفى|||||v|
recover|126||انْشَفى|||||v|
be spoken|126||انْحَكى|||||v|
be canceled|126||انْلَغى|||||v|
be fried|126||انْقَلى|||||v|
be ironed|126||انْكَوى|||||v|
be erased|126||انْمَحى|||||v|
be built|126||انْبَنى|||||v|
be folded|126||انْطَوى|||||v|
be bent|126||انْحَنى|||||v|
go crazy|127||انْجَنّ|||||v|
be loved|127||انْحَبّ|||||v|
be put|127||انْحَطّ|||||v|
be smelled|127||انْشَمّ|||||v|
be returned|127||انْرَدّ|||||v|
be untied|127||انْفَكّ|||||v|
be shot|127||انْطَخّ|||||v|
be hugged|127||انْضَمّ|||||v|
be embraced|127||انْضَمّ|||||v|
be held|127||انْضَمّ|||||v|
be condemned|127||انْدان|||||v|
be convicted|127||انْدان|||||v|
owe money|127||انْدان|||||v|
be in debt|127||انْدان|||||v|
be seen|127||انْشاف|||||v|
be said|127||انْقال|||||v|
be visited|127||انْزار|||||v|
be sold|127||انْباع|||||v|
suggest|128||اقْتَرَح|||||v|
differ|128||اخْتَلَف|||||v|
shorten|128||اخْتَصَر|||||v|
abridge|128||اخْتَصَر|||||v|
tolerate|128||احْتَمَل|||||v|
be raised|128||ارْتَفَع|||||v|
be lifted|128||ارْتَفَع|||||v|
be raped|128||اغْتَصَب|||||v|
be convinced|128||اقْتَنَع|||||v|
despise|128||احْتَقَر|||||v|
discover|128||اكْتَشَف|||||v|
admit|128||اعْتَرَف|||||v|
inaugurate|128||افْتَتَح|||||v|
start with|128||افْتَتَح|||||v|
open with|128||افْتَتَح|||||v|
suspect|128||اشْتَبَه|||||v|
include|128||احْتَوى|||||v|
contain|128||احْتَوى|||||v|
consist of|128||احْتَوى|||||v|
make up|128||افْتَرى|||||v|
slander|128||افْتَرى|||||v|
emulate|128||اقْتَدى|||||v|
infringe|128||اعْتَدى|||||v|
invaid|128||اعْتَدى|||||v|
be shy|128||اسْتَحى|||||v|
take care|128||اعْتَنى|||||v|
be protected|128||احْتَمى|||||v|
be thrown|128||ارْتَمى|||||v|
be fallen|128||ارْتَمى|||||v|
be bribed|128||ارْتَشى|||||v|
relax|128||ارْتَخى|||||v|
veg out|128||ارْتَخى|||||v|
be finished|128||انْتَهى|||||v|
belong|128||انْتَمى|||||v|
care about|129||اهْتَمّ|||||v|
be interested in|129||اهْتَمّ|||||v|
regress|129||ارْتَدّ|||||v|
occupy|129||احْتَلّ|||||v|
protest|129||احْتَجّ|||||v|
blackmail|129||ابْتَزّ|||||v|
specialize|129||اخْتَصّ|||||v|
mingle|129||احْتَكّ|||||v|
be extended|129||امْتَدّ|||||v|
intensify|129||اشْتَدّ|||||v|
need|129||احْتاج|||||v|
be in need of|129||احْتاج|||||v|
be relaxed|129||ارْتاح|||||v|
be rested|129||ارْتاح|||||v|
assassinate|129||اغْتال|||||v|
murder|129||اغْتال|||||v|
miss|129||اشْتاق|||||v|
need|129||اعْتاز|||||v|
be puzzled|129||احْتار|||||v|
be confused|129||احْتار|||||v|
choose|129||اخْتار|||||v|
contact|130||اتَّصَل|||||v|
call|130||اتَّصَل|||||v|
unite|130||اتَّحَد|||||v|
depend|130||اتَّكَل|||||v|
count on|130||اتَّكَل|||||v|
trust|130||اتَّكَل|||||v|
be agreed|130||اتَّفَق|||||v|
accuse|130||اتَّهَم|||||v|
persecute|130||اضْطَهَد|||||v|
run into|130||اصْطَدَم|||||v|
bump|130||اصْطَدَم|||||v|
collide|130||اصْطَدَم|||||v|
clash|130||اصْطَدَم|||||v|
crash|130||اصْطَدَم|||||v|
be obliged|131||اضْطَرّ|||||v|
be obligated|131||اضْطَرّ|||||v|
have to|131||اضْطَرّ|||||v|
be necessary|131||اضْطَرّ|||||v|
hunt and kill (an animal)|131||اصْطاد|||||v|
fear (God)|132||اتَّقى|||||v|
lean (on)|132||اتَّكى على|||||v|
be depressed|132||اكْتَأَب|||||v|
heal|132||الْتَأَم|||||v|
blush|133||احْمَرّ|||||v|
turn red|133||احْمَرّ|||||v|
become tan|133||اسْمَرّ|||||v|
get dark|133||اسْمَرّ|||||v|
become beautiful|133||احْلَوّ|||||v|
become blue (from fear)|133||ازْرَقّ|||||v|
become pale or yellow (from sickness)|133||اصْفَرّ|||||v|
become white (avoiding the sun)|133||ابْيَضّ|||||v|
become green (from watering - plants)|133||اخْضَرّ|||||v|
become black (like a black day)|133||اسْوَدّ|||||v|
use|133||اسْتَعْمَل|||||v|
enjoy|133||اسْتَمْتَع|||||v|
find close|133||اسْتَقْرَب|||||v|
comprehend|133||اسْتَوْعَب|||||v|
use|133||اسْتَخْدَم|||||v|
invest|133||اسْتَثْمَر|||||v|
give up|133||اسْتَسْلَم|||||v|
surrender|133||اسْتَسْلَم|||||v|
be martyred|133||اسْتَشْهَد|||||v|
find strange|133||اسْتَغْرَب|||||v|
find surprising|133||اسْتَغْرَب|||||v|
be amazed|133||اسْتَغْرَب|||||v|
try to understand (question)|133||اسْتَفْهَم|||||v|
single out|134||اسْتَشْنى|||||v|
make an exception|134||اسْتَشْنى|||||v|
meet the needs|134||اسْتَوْفى|||||v|
satisfy|134||اسْتَوْفى|||||v|
be inspired|134||اسْتَوْحى|||||v|
seek guidance|134||اسْتَهْدى|||||v|
dare|134||اسْتَرْجى|||||v|
find expensive|134||اسْتَغْلى|||||v|
relax|134||اسْتَرْخى|||||v|
find beautiful|134||اسْتَحْلى|||||v|
dispense with|134||اسْتَغْنى|||||v|
do without|134||اسْتَغْنى|||||v|
take advantage of|134||اسْتَغَلّ|||||v|
find one's way|134||اسْتَدَلّ|||||v|
continue|134||اسْتَمَرّ|||||v|
find little|134||اسْتَقَلّ|||||v|
underestimate|134||اسْتَقَلّ|||||v|
underestimate|134||اسْتَخَفّ|||||v|
provoke|134||اسْتَفَزّ|||||v|
get ready|134||اسْتَعَدّ|||||v|
prepare|134||اسْتَعَدّ|||||v|
settle down|134||اسْتَقَرّ|||||v|
stabilize|134||اسْتَقَرّ|||||v|
deserve|134||اسْتَحَقّ|||||v|
be deserving|134||اسْتَحَقّ|||||v|
get back (something lent, taken, etc)|134||اسْتَرَدّ|||||v|
benefit|135||اسْتَفاد|||||v|
talk bad about (when he is not present)|135||اسْتَغاب|||||v|
talk trash on (when he is not present)|135||اسْتَغاب|||||v|
backbite (when he is not present)|135||اسْتَغاب|||||v|
respond|135||اسْتَجاب|||||v|
answer|135||اسْتَجاب|||||v|
underestimate|135||اسْتَهان|||||v|
borrow|135||اسْتَعار|||||v|
resign|135||اسْتَقال|||||v|
consult|135||اسْتَشار|||||v|
ask for help|135||اسْتَعان|||||v|
relax|135||اسْتَراح|||||v|
rent|135||اسْتَأْجَر|||||v|
enjoy the company of someone|135||اسْتَأْنَس|||||v|
eradicate (tumor, a person from your life)|135||اسْتَأْصَل|||||v|
remove (tumor, a person from your life)|135||اسْتَأْصَل|||||v|
get permission|135||اسْتَأْذَن|||||v|
resume|135||اسْتَأْنَف|||||v|
appeal (in court)|135||اسْتَأْنَف|||||v|
deserve|136||اسْتاهَل|||||v|
baby|116||بُبُّو|||||n|
baby|||بَيْبِي|||||n|
boy|116||وَلَد|أَوْلاد||||n|
friend|116||صَدِيق|أَصْدِقاء||||n|
friend|116||صاحِب|أَصْحاب||||n|
generation|116||جِيل|أجْيال||||n|
girl|116||بِنْت|بَنات||||n|
grown-up|116||كْبِير|كْبار||||n|
lady|116||سَيِّدة|سَيِّدات||||n|
man (old)|116||زَلَمة|أزْلام||||n|
miss|116||آنِسة|آنِسات||||n|
Mr.|116||سَيِّد|||||n|
sir|116||سَيِّد|||||n|
Mrs.|116||مَدام|مَدامات||||n|
Madame|116||مَدام|مَدامات||||n|
old person|116||خِتْيار|خَتايْرة||خِتْيارة|خِتْيارات|n|
elderly person|116||خِتْيار|خَتايْرة||خِتْيارة|خِتْيارات|n|
person (old)|116||خِتْيار|خَتايْرة||خِتْيارة|خِتْيارات|n|
old person|116||عَجُوز|عَجايِز||عَجُوزة|عَجايِز|n|
elderly person|116||عَجُوز|عَجايِز||عَجُوزة|عَجايِز|n|
person (old)|116||عَجُوز|عَجايِز||عَجُوزة|عَجايِز|n|
